name,latitude,longitude,timestamp,heavy_metals,pesticides,ph
Madrid Soil,40.4100,-3.7000,2024-12-10 12:00,11.8,1.06,6.42
Madrid Soil,40.4100,-3.7000,2024-12-10 13:00,12.2,1.09,6.43
Madrid Soil,40.4100,-3.7000,2024-12-10 14:00,12.6,1.12,6.44
Madrid Soil,40.4100,-3.7000,2024-12-10 15:00,13.0,1.15,6.45
Madrid Soil,40.4100,-3.7000,2024-12-10 16:00,13.4,1.18,6.46
Madrid Soil,40.4100,-3.7000,2024-12-10 17:00,13.8,1.21,6.47
Madrid Soil,40.4100,-3.7000,2024-12-10 18:00,14.2,1.24,6.48
Madrid Soil,40.4100,-3.7000,2024-12-10 19:00,14.6,1.27,6.49
Madrid Soil,40.4100,-3.7000,2024-12-10 20:00,15.0,1.3,6.5
Madrid Soil,40.4100,-3.7000,2024-12-10 21:00,15.4,1.33,6.51
Madrid Soil,40.4100,-3.7000,2024-12-10 22:00,15.8,1.36,6.52
Madrid Soil,40.4100,-3.7000,2024-12-10 23:00,16.2,1.39,6.53
Madrid Soil,40.4100,-3.7000,2024-12-11 00:00,16.6,1.42,6.54
Madrid Soil,40.4100,-3.7000,2024-12-11 01:00,17.0,1.45,6.55
Madrid Soil,40.4100,-3.7000,2024-12-11 02:00,17.4,1.48,6.56
Madrid Soil,40.4100,-3.7000,2024-12-11 03:00,17.8,1.51,6.57
Madrid Soil,40.4100,-3.7000,2024-12-11 04:00,18.2,1.54,6.58
Madrid Soil,40.4100,-3.7000,2024-12-11 05:00,18.6,1.57,6.59
Kyiv Soil,50.4500,30.5200,2024-12-10 11:00,14.0,1.3,6.5
Kyiv Soil,50.4500,30.5200,2024-12-10 12:00,14.4,1.33,6.51
Kyiv Soil,50.4500,30.5200,2024-12-10 13:00,14.8,1.36,6.52
Kyiv Soil,50.4500,30.5200,2024-12-10 14:00,15.2,1.39,6.53
Kyiv Soil,50.4500,30.5200,2024-12-10 15:00,15.6,1.42,6.54
Kyiv Soil,50.4500,30.5200,2024-12-10 16:00,16.0,1.45,6.55
Kyiv Soil,50.4500,30.5200,2024-12-10 17:00,16.4,1.48,6.56
Kyiv Soil,50.4500,30.5200,2024-12-10 18:00,16.8,1.51,6.57
Kyiv Soil,50.4500,30.5200,2024-12-10 19:00,17.2,1.54,6.58
Kyiv Soil,50.4500,30.5200,2024-12-10 20:00,17.6,1.57,6.59
Kyiv Soil,50.4500,30.5200,2024-12-10 21:00,18.0,1.6,6.6
Kyiv Soil,50.4500,30.5200,2024-12-10 22:00,18.4,1.63,6.61
Kyiv Soil,50.4500,30.5200,2024-12-10 23:00,18.8,1.66,6.62
Kyiv Soil,50.4500,30.5200,2024-12-11 00:00,19.2,1.69,6.63
Kyiv Soil,50.4500,30.5200,2024-12-11 01:00,19.6,1.72,6.64
Kyiv Soil,50.4500,30.5200,2024-12-11 02:00,20.0,1.75,6.65
Kyiv Soil,50.4500,30.5200,2024-12-11 03:00,20.4,1.78,6.66
Kyiv Soil,50.4500,30.5200,2024-12-11 04:00,20.8,1.81,6.67
Kyiv Soil,50.4500,30.5200,2024-12-11 05:00,21.2,1.84,6.68
Kyiv Soil,50.4500,30.5200,2024-12-11 06:00,21.6,1.87,6.69
Warsaw Soil,52.2300,21.0100,2024-12-10 12:00,17.0,1.6,6.6
Warsaw Soil,52.2300,21.0100,2024-12-10 13:00,17.4,1.63,6.61
Warsaw Soil,52.2300,21.0100,2024-12-10 14:00,17.8,1.66,6.62
Warsaw Soil,52.2300,21.0100,2024-12-10 15:00,18.2,1.69,6.63
Warsaw Soil,52.2300,21.0100,2024-12-10 16:00,18.6,1.72,6.64
Warsaw Soil,52.2300,21.0100,2024-12-10 17:00,19.0,1.75,6.65
Warsaw Soil,52.2300,21.0100,2024-12-10 18:00,19.4,1.78,6.66
Warsaw Soil,52.2300,21.0100,2024-12-10 19:00,19.8,1.81,6.67
Warsaw Soil,52.2300,21.0100,2024-12-10 20:00,20.2,1.84,6.68
Warsaw Soil,52.2300,21.0100,2024-12-10 21:00,20.6,1.87,6.69
Warsaw Soil,52.2300,21.0100,2024-12-10 22:00,21.0,1.9,6.7
Warsaw Soil,52.2300,21.0100,2024-12-10 23:00,21.4,1.93,6.71
Warsaw Soil,52.2300,21.0100,2024-12-11 00:00,21.8,1.96,6.72
Warsaw Soil,52.2300,21.0100,2024-12-11 01:00,22.2,1.99,6.73
Warsaw Soil,52.2300,21.0100,2024-12-11 02:00,22.6,2.02,6.74
Warsaw Soil,52.2300,21.0100,2024-12-11 03:00,23.0,2.05,6.75
Warsaw Soil,52.2300,21.0100,2024-12-11 04:00,23.4,2.08,6.76
Warsaw Soil,52.2300,21.0100,2024-12-11 05:00,23.8,2.11,6.77
Warsaw Soil,52.2300,21.0100,2024-12-11 06:00,24.2,2.14,6.78
Warsaw Soil,52.2300,21.0100,2024-12-11 07:00,24.6,2.17,6.79
