name,latitude,longitude,timestamp,pm25,pm10,co,no2,o3
Kyiv,50.4500,30.5200,2024-12-10 14:00,23.9,31.1,0.96,23.2,24.8
Kyiv,50.4500,30.5200,2024-12-10 15:00,24.2,31.4,0.98,23.6,25.0
Kyiv,50.4500,30.5200,2024-12-10 16:00,24.5,31.8,1.0,24.0,25.2
Kyiv,50.4500,30.5200,2024-12-10 17:00,24.8,32.1,1.02,24.4,25.5
Kyiv,50.4500,30.5200,2024-12-10 18:00,25.1,32.5,1.04,24.8,25.8
Kyiv,50.4500,30.5200,2024-12-10 19:00,25.4,32.8,1.06,25.2,26.0
Kyiv,50.4500,30.5200,2024-12-10 20:00,25.7,33.1,1.08,25.6,26.2
Kyiv,50.4500,30.5200,2024-12-10 21:00,26.0,33.5,1.1,26.0,26.5
Kyiv,50.4500,30.5200,2024-12-10 22:00,26.3,33.9,1.12,26.4,26.8
Kyiv,50.4500,30.5200,2024-12-10 23:00,26.6,34.2,1.14,26.8,27.0
Kyiv,50.4500,30.5200,2024-12-11 00:00,26.9,34.5,1.16,27.2,27.2
Kyiv,50.4500,30.5200,2024-12-11 01:00,27.2,34.9,1.18,27.6,27.5
Kyiv,50.4500,30.5200,2024-12-11 02:00,27.5,35.2,1.2,28.0,27.8
Kyiv,50.4500,30.5200,2024-12-11 03:00,27.8,35.6,1.22,28.4,28.0
Kyiv,50.4500,30.5200,2024-12-11 04:00,28.1,36.0,1.24,28.8,28.2
Kyiv,50.4500,30.5200,2024-12-11 05:00,28.4,36.3,1.26,29.2,28.5
Kyiv,50.4500,30.5200,2024-12-11 06:00,28.7,36.6,1.28,29.6,28.8
Warsaw,52.2300,21.0100,2024-12-10 12:00,28.0,36.0,1.1,26.0,27.0
Warsaw,52.2300,21.0100,2024-12-10 13:00,28.3,36.4,1.12,26.4,27.2
Warsaw,52.2300,21.0100,2024-12-10 14:00,28.6,36.7,1.14,26.8,27.5
Warsaw,52.2300,21.0100,2024-12-10 15:00,28.9,37.0,1.16,27.2,27.8
Warsaw,52.2300,21.0100,2024-12-10 16:00,29.2,37.4,1.18,27.6,28.0
Warsaw,52.2300,21.0100,2024-12-10 17:00,29.5,37.8,1.2,28.0,28.2
Warsaw,52.2300,21.0100,2024-12-10 18:00,29.8,38.1,1.22,28.4,28.5
Warsaw,52.2300,21.0100,2024-12-10 19:00,30.1,38.5,1.24,28.8,28.8
Warsaw,52.2300,21.0100,2024-12-10 20:00,30.4,38.8,1.26,29.2,29.0
Warsaw,52.2300,21.0100,2024-12-10 21:00,30.7,39.1,1.28,29.6,29.2
Warsaw,52.2300,21.0100,2024-12-10 22:00,31.0,39.5,1.3,30.0,29.5
Warsaw,52.2300,21.0100,2024-12-10 23:00,31.3,39.9,1.32,30.4,29.8
Warsaw,52.2300,21.0100,2024-12-11 00:00,31.6,40.2,1.34,30.8,30.0
Warsaw,52.2300,21.0100,2024-12-11 01:00,31.9,40.5,1.36,31.2,30.2
Warsaw,52.2300,21.0100,2024-12-11 02:00,32.2,40.9,1.38,31.6,30.5
Warsaw,52.2300,21.0100,2024-12-11 03:00,32.5,41.2,1.4,32.0,30.8
Warsaw,52.2300,21.0100,2024-12-11 04:00,32.8,41.6,1.42,32.4,31.0
Warsaw,52.2300,21.0100,2024-12-11 05:00,33.1,42.0,1.44,32.8,31.2
Warsaw,52.2300,21.0100,2024-12-11 06:00,33.4,42.3,1.46,33.2,31.5
Warsaw,52.2300,21.0100,2024-12-11 07:00,33.7,42.6,1.48,33.6,31.8
